city;city_ascii;city_alt;lat;lng;country;iso2;iso3
Eslourenties-Daban;Eslourenties-Daban;Eslourenties;43,2993;-0,1428;France;FR;FRA
Vieux-Fum?;Vieux-Fume;;49,0565;-0,1178;France;FR;FRA
Les Valtats;Les Valtats;;47,3443;4,0617;France;FR;FRA
La Grande Boutonni?re;La Grande Boutonniere;;47,6986;2,6682;France;FR;FRA
Buanes;Buanes;;43,7105;-0,4216;France;FR;FRA
Pont-?-Mousson;Pont-a-Mousson;;48,907;6,0563;France;FR;FRA
Saint-Albain;Saint-Albain;;46,428;4,8757;France;FR;FRA
Grandham;Grandham;;49,2992;4,8602;France;FR;FRA
Bompas;Bompas;;42,731;2,9332;France;FR;FRA
Bompas;Bompas;Bonpas;42,8658;1,6147;France;FR;FRA
Noailles;Noailles;;44,0102;1,9841;France;FR;FRA
Rivaux;Rivaux;;44,9167;1,2;France;FR;FRA
En Carivenc;En Carivenc;;43,6474;2,0931;France;FR;FRA
Rougeac;Rougeac;;45,1364;3,565;France;FR;FRA
Rougeac;Rougeac;;45,0075;3,6944;France;FR;FRA
Les Pampoux;Les Pampoux;;48,6833;2,4167;France;FR;FRA
La Garde-Saint-Cast;La Garde-Saint-Cast;;48,6167;-2,25;France;FR;FRA
Saint-Victor-l?Abbaye;Saint-Victor-l'Abbaye;Saint-Victor;49,6742;1,1203;France;FR;FRA
Mouchan;Mouchan;;43,9043;0,2992;France;FR;FRA
Marcy;Marcy;;47,32;3,4083;France;FR;FRA
Marcy;Marcy;;47,1017;3,2177;France;FR;FRA
Chamblard;Chamblard;;44,9711;4,6215;France;FR;FRA
Tr?moulines;Tremoulines;;45,6977;2,4975;France;FR;FRA
Ruelisheim;Ruelisheim;;47,824;7,3574;France;FR;FRA
Feuyas;Feuyas;;46,2035;2,047;France;FR;FRA
Montreuil-le-Ch?tif;Montreuil-le-Chetif;Montreuil;48,2457;-0,0359;France;FR;FRA
Pouru-Saint-R?my;Pouru-Saint-Remy;;49,6808;5,081;France;FR;FRA
Chapelle-Royale;Chapelle-Royale;;48,1449;1,0444;France;FR;FRA
Barass?er;Barassier;;46,3838;2,6431;France;FR;FRA
Lusanger;Lusanger;;47,6812;-1,5884;France;FR;FRA
Oisy-le-Verger;Oisy-le-Verger;Oisy;50,2505;3,1233;France;FR;FRA
Ousson-sur-Loire;Ousson-sur-Loire;Ousson;47,5902;2,7873;France;FR;FRA
Montagneux;Montagneux;;46,0483;4,9023;France;FR;FRA
Voreppe;Voreppe;;45,2948;5,6319;France;FR;FRA
La B?tie Verdun;La Batie Verdun;La Batie-Verdon;44,3247;5,3908;France;FR;FRA
Champalais;Champalais;;47,2585;2,9273;France;FR;FRA
Bringolo;Bringolo;;48,5762;-3,0032;France;FR;FRA
Coinches;Coinches;;48,2508;7,0222;France;FR;FRA
Pomas;Pomas;;43,1117;2,2916;France;FR;FRA
Le Maupas;Le Maupas;;47,2142;4,3534;France;FR;FRA
Le Rio;Le Rio;;46,7333;3,15;France;FR;FRA
Pomeiret;Pomeiret;Le Pomeyret;44,5667;6,3167;France;FR;FRA
Artannes-sur-Thouet;Artannes-sur-Thouet;Artannes;47,204;-0,0918;France;FR;FRA
Ilhan;Ilhan;;42,8747;0,3838;France;FR;FRA
Lentillac-du-Causse;Lentillac-du-Causse;Lentillac|Lentillac-Lauz?s;44,5622;1,6395;France;FR;FRA
Lassigny;Lassigny;;49,5883;2,8429;France;FR;FRA
Marcoing;Marcoing;;50,1211;3,1732;France;FR;FRA
Corbonval;Corbonval;;48,7167;1,1723;France;FR;FRA
La For?t Gasselin;La Foret Gasselin;;47,3333;2,7667;France;FR;FRA
Mulinelle;Mulinelle;Molinelle|Batterie Molinelle;41,7372;8,8651;France;FR;FRA
Saint-Pierre-de-Bat;Saint-Pierre-de-Bat;;44,6739;-0,2311;France;FR;FRA
Secondigny;Secondigny;Secondigny-en-G?tine;46,6097;-0,4168;France;FR;FRA
Prin?ay;Princay;;46,9298;0,2458;France;FR;FRA
Les Fontenits;Les Fontenits;;47,0696;-0,6501;France;FR;FRA
Cr?din;Credin;;48,0345;-2,7676;France;FR;FRA
?tr?ville;Etreville;;49,3723;0,6488;France;FR;FRA
Les Rencuraux;Les Rencuraux;;44,5833;6,5333;France;FR;FRA
Belv?s;Belves;;44,7764;1,0072;France;FR;FRA
Montbr?;Montbre;;49,1935;4,0416;France;FR;FRA
La Charbonni?re;La Charbonniere;;48,5153;0,9266;France;FR;FRA
Saulx-les-Chartreux;Saulx-les-Chartreux;Saulx;48,6906;2,2673;France;FR;FRA
Puym?ges;Puymeges;;45,2833;2,1667;France;FR;FRA
Vimbouches;Vimbouches;;44,2934;3,84;France;FR;FRA
Gergovie;Gergovie;Merdogne;45,7111;3,1258;France;FR;FRA
La Bazoge;La Bazoge;;48,6458;-1,029;France;FR;FRA
Lourde;Lourde;;42,9844;0,6603;France;FR;FRA
Sierentz;Sierentz;;47,6583;7,4539;France;FR;FRA
Kerblaizy;Kerblaizy;Kerblaisy;47,7136;-3,3817;France;FR;FRA
Volmunster;Volmunster;Wolmunster;49,1217;7,353;France;FR;FRA
La Chauvinais;La Chauvinais;;47,9115;-1,9332;France;FR;FRA
Lougres;Lougres;;47,4714;6,6878;France;FR;FRA
Ville-en-Blaisois;Ville-en-Blaisois;Ville;48,4393;4,9589;France;FR;FRA
Tr?moulet;Tremoulet;;45,2407;3,1238;France;FR;FRA
Tremoulet;Tremoulet;;45,3624;3,6075;France;FR;FRA
Kerhermain;Kerhermain;;47,8016;-3,7157;France;FR;FRA
Bapaume;Bapaume;;50,1042;2,8523;France;FR;FRA
Projan;Projan;;43,5993;-0,2367;France;FR;FRA
Soubeyranne;Soubeyranne;;44,8539;5,6716;France;FR;FRA
Les N?bles;Les Nebles;;44,0112;6,3689;France;FR;FRA
Haute Perche;Haute Perche;;47,7856;0,3441;France;FR;FRA
Bor;Bor;;44,1977;2,0797;France;FR;FRA
Chennevi?res-sur-Marne;Chennevieres-sur-Marne;Chennevi?res;48,797;2,5405;France;FR;FRA
Ig?;Ige;;48,3246;0,5216;France;FR;FRA
Villegusien;Villegusien;;47,7366;5,3229;France;FR;FRA
Planchat;Planchat;;45,9333;1,9167;France;FR;FRA
Pellegrue;Pellegrue;;44,7434;0,0749;France;FR;FRA
Kerdraon;Kerdraon;;48,2127;-4,1017;France;FR;FRA
Plon?our-Lanvern;Ploneour-Lanvern;Plon?our;47,9032;-4,2835;France;FR;FRA
Saint-Marc-le-Blanc;Saint-Marc-le-Blanc;Saint-Marc;48,365;-1,4092;France;FR;FRA
Tailleville;Tailleville;;49,3058;-0,4096;France;FR;FRA
Noailles;Noailles;;49,3287;2,2002;France;FR;FRA
Peyremale;Peyremale;;44,3005;4,0623;France;FR;FRA
Saint-Germain-Laprade;Saint-Germain-Laprade;Saint-Germain;45,038;3,9692;France;FR;FRA
Les Jouannets;Les Jouannets;;46,7394;2,0696;France;FR;FRA
Sablons;Sablons;;45,321;4,7745;France;FR;FRA
Les Petits-Mesnils;Les Petits-Mesnils;;49,6946;1,2212;France;FR;FRA
Conchigliu;Conchigliu;Conchiglio;42,8665;9,3568;France;FR;FRA
Gu?gon;Guegon;;47,9379;-2,5649;France;FR;FRA
Labroqu?re;Labroquere;;43,0382;0,5928;France;FR;FRA
Montpeyroux;Montpeyroux;;45,6226;3,2044;France;FR;FRA
Courtry;Courtry;;48,9191;2,6043;France;FR;FRA
Courtry;Courtry;;48,5428;2,7681;France;FR;FRA
Vach?res-en-Quint;Vacheres-en-Quint;Vach?res;44,7897;5,2591;France;FR;FRA
Raze;Raze;;47,5828;6,0109;France;FR;FRA
Le Haillan;Le Haillan;;44,8716;-0,6769;France;FR;FRA
Saint-Yrieix-sous-Aixe;Saint-Yrieix-sous-Aixe;Saint-Yrieix;45,8578;1,0777;France;FR;FRA
Le Puy-Sainte-R?parade;Le Puy-Sainte-Reparade;Le Puy;43,6639;5,4349;France;FR;FRA
Sorbiers;Sorbiers;Sorbier;45,4911;4,4416;France;FR;FRA
Corb?re-Ab?res;Corbere-Aberes;Corb?res-Ab?res|Corb?res|Corb?res-Ab?re;43,4729;-0,0884;France;FR;FRA
Antilly;Antilly;;49,1957;6,2487;France;FR;FRA
Cameron;Cameron;Camerun;47,42;-2,235;France;FR;FRA
Puy Reygeau;Puy Reygeau;;45,85;1,2167;France;FR;FRA
Engwiller;Engwiller;;48,8852;7,6161;France;FR;FRA
Magny-Vernois;Magny-Vernois;;47,67;6,4755;France;FR;FRA
Villecerf;Villecerf;;48,3278;2,8472;France;FR;FRA
Gorcy;Gorcy;Gorcy-Cussigny;49,5349;5,6849;France;FR;FRA
Ou?zy;Ouezy;;49,0836;-0,1021;France;FR;FRA
Mazi?res;Mazieres;;44,5435;1,1049;France;FR;FRA
Chavagnac;Chavagnac;;45,0894;1,3728;France;FR;FRA
Chavagnac;Chavagnac;;45,8697;0,4188;France;FR;FRA
L?pine;Lepine;;48,2597;3,9968;France;FR;FRA
Trigouet;Trigouet;;47,6432;-1,5948;France;FR;FRA
Stazzona;Stazzona;;42,371;9,3727;France;FR;FRA
Champomier;Champomier;;46,13;2,9565;France;FR;FRA
Augerans;Augerans;;47,0204;5,5773;France;FR;FRA
Fons;Fons;Fons-outre-Gardon;43,9078;4,1945;France;FR;FRA
Fons;Fons;;44,6644;1,9511;France;FR;FRA
Le Blanc Seau;Le Blanc Seau;Blanc-Seau;50,6833;3,15;France;FR;FRA
Chaumont-devant-Damvillers;Chaumont-devant-Damvillers;Chaumont;49,3073;5,4265;France;FR;FRA
Gruey-l?s-Surance;Gruey-les-Surance;Gruey-lez-Surance|Gruey;48,0393;6,1783;France;FR;FRA
Tr?ban;Treban;Tr?bas;44,0942;2,3437;France;FR;FRA
Touchay;Touchay;;46,7127;2,2133;France;FR;FRA
Castries;Castries;;43,6789;3,9813;France;FR;FRA
Le Petit Mont;Le Petit Mont;;45,55;4,2;France;FR;FRA
Gras;Gras;;44,4434;4,5399;France;FR;FRA
Vaux-Lavalette;Vaux-Lavalette;;45,421;0,234;France;FR;FRA
P?rol;Perol;;45,4;2,5833;France;FR;FRA
P?rol;Perol;;45,765;2,713;France;FR;FRA
Breteuil-sur-Iton;Breteuil-sur-Iton;Breteuil;48,8361;0,9138;France;FR;FRA
Meung;Meung;;47,411;3,0439;France;FR;FRA
Lacaugne;Lacaugne;;43,2869;1,271;France;FR;FRA
Salles-sur-l?Hers;Salles-sur-l'Hers;Salles;43,2937;1,7848;France;FR;FRA
Mauressac;Mauressac;;43,324;1,4339;France;FR;FRA
Verg?al;Vergeal;;48,0358;-1,2656;France;FR;FRA
Logny;Logny;;47,1542;1,1228;France;FR;FRA
Vistale;Vistale;;42,2415;8,6301;France;FR;FRA
Cuxac-Cabard?s;Cuxac-Cabardes;Cuxac;43,3708;2,2832;France;FR;FRA
Saint-Maurice-de-Roche;Saint-Maurice-de-Roche;Saint-Maurice;45,2335;3,9426;France;FR;FRA
Les Escures;Les Escures;;44,9954;1,6756;France;FR;FRA
Chaussy;Chaussy;;48,1703;1,9809;France;FR;FRA
Chaussy;Chaussy;;49,1219;1,6915;France;FR;FRA
Sauvagnat;Sauvagnat;;46,0107;1,4306;France;FR;FRA
Popolasca;Popolasca;;42,4338;9,1343;France;FR;FRA
La Vall?e d?Oudalle;La Vallee d'Oudalle;;49,4942;0,287;France;FR;FRA
Mailly-le-Ch?teau;Mailly-le-Chateau;;47,5967;3,6365;France;FR;FRA
Hinterfeld;Hinterfeld;;48,8836;7,7562;France;FR;FRA
Mesnil-en-Caux;Mesnil-en-Caux;;50,0098;1,2839;France;FR;FRA
La Cornuaille;La Cornuaille;;47,5109;-0,9843;France;FR;FRA
Coyron;Coyron;;46,511;5,7051;France;FR;FRA
N?grignas;Negrignas;N?grignat;45,7812;1,6921;France;FR;FRA
Runes;Runes;Rhunes;44,3823;3,6777;France;FR;FRA
Montchamp;Montchamp;;48,9211;-0,766;France;FR;FRA
Bosc-le-Comte;Bosc-le-Comte;;49,8382;0,9093;France;FR;FRA
Le Petit Vaullier;Le Petit Vaullier;;47,609;1,9174;France;FR;FRA
La Fabr?gue;La Fabregue;;44,107;3,9948;France;FR;FRA
Les Jassons;Les Jassons;;43,1475;6,2216;France;FR;FRA
Fongueusemare;Fongueusemare;;49,6787;0,3063;France;FR;FRA
Ranspach;Ranspach;;47,8862;7,0103;France;FR;FRA
Fournes-en-Weppes;Fournes-en-Weppes;Fournes;50,585;2,8879;France;FR;FRA
Sardolles;Sardolles;;46,9271;3,3538;France;FR;FRA
Roaix;Roaix;;44,2456;5,0167;France;FR;FRA
La Thiollay;La Thiollay;La Thiollais;47,6257;-1,4256;France;FR;FRA
Concoules;Concoules;;44,3828;3,938;France;FR;FRA
Heugueville-sur-Sienne;Heugueville-sur-Sienne;Heugueville;49,0353;-1,5238;France;FR;FRA
Laurac;Laurac;;43,2288;1,9751;France;FR;FRA
Bienfay;Bienfay;Bienfait;50,0687;1,7787;France;FR;FRA
La Nouaille;La Nouaille;;45,8465;2,065;France;FR;FRA
La Nouaille;La Nouaille;;45,5522;1,9458;France;FR;FRA
Docelles;Docelles;;48,1448;6,6129;France;FR;FRA
M?ry-sur-Seine;Mery-sur-Seine;M?ry;48,5094;3,8913;France;FR;FRA
Les B?lins;Les Belins;;45,8474;3,5499;France;FR;FRA
Mont-Chanson;Mont-Chanson;;44,9046;3,1517;France;FR;FRA
Champs;Champs;;45,6556;1,6637;France;FR;FRA
Champs;Champs;;46,3581;0,9959;France;FR;FRA
Les Andins;Les Andins;;46,8628;2,8821;France;FR;FRA
Sept?mes-les-Vallons;Septemes-les-Vallons;Sept?mes;43,3987;5,3657;France;FR;FRA
Destry;Destry;;48,9438;6,5848;France;FR;FRA
Valleraugue;Valleraugue;;44,0813;3,642;France;FR;FRA
Oneux;Oneux;;50,1445;1,9698;France;FR;FRA
Bortentrion;Bortentrion;;47,3602;-3,2292;France;FR;FRA
Les Poulains;Les Poulains;;44,9375;5,0024;France;FR;FRA
Avosnes;Avosnes;;47,3656;4,6416;France;FR;FRA
Thiberville;Thiberville;;49,1377;0,455;France;FR;FRA
Buloyer;Buloyer;;48,7457;2,0292;France;FR;FRA
Senainville;Senainville;;48,5071;1,6125;France;FR;FRA
Noyers-Saint-Martin;Noyers-Saint-Martin;Noyers;49,5534;2,2618;France;FR;FRA
Les Haies d?Alleray;Les Haies d'Alleray;;48,4694;0,9649;France;FR;FRA
Pleslin;Pleslin;;48,5356;-2,0558;France;FR;FRA
Saint-Rome-de-Dolan;Saint-Rome-de-Dolan;Saint-Rome;44,2734;3,2162;France;FR;FRA
Saint-L?ger-sous-Brienne;Saint-Leger-sous-Brienne;Saint-L?ger;48,4047;4,5044;France;FR;FRA
Lainosa;Lainosa;;42,81;9,371;France;FR;FRA
Bainville-aux-Saules;Bainville-aux-Saules;Bainville;48,2066;6,1378;France;FR;FRA
Fel;Fel;;48,8;0,1167;France;FR;FRA
Foussolles;Foussolles;;48,75;2,4167;France;FR;FRA
Le Grand Fousserotte;Le Grand Fousserotte;;47,9196;2,7392;France;FR;FRA
Mureaumont;Mureaumont;;49,6386;1,7854;France;FR;FRA
Mimizan;Mimizan;;44,2013;-1,2287;France;FR;FRA
Morfontaine;Morfontaine;;49,4449;5,8103;France;FR;FRA
Les Guidus;Les Guidus;;47,8648;2,9312;France;FR;FRA
Saint-Georges-de-Didonne;Saint-Georges-de-Didonne;Saint-Georges;45,6054;-0,9997;France;FR;FRA
Pierrepont-sur-Avre;Pierrepont-sur-Avre;Pierrepont;49,713;2,5422;France;FR;FRA
Le Mouster;Le Mouster;;48,5979;-4,2598;France;FR;FRA
Saint-L?ger;Saint-Leger;;48,839;3,2554;France;FR;FRA
S?lign?;Seligne;;46,1442;-0,2831;France;FR;FRA
Streiffel;Streiffel;Le Streiffel;49,2527;6,4357;France;FR;FRA
La Tieule;La Tieule;;44,3843;3,1561;France;FR;FRA
Saint-L?ger;Saint-Leger;Saint-L?gar;44,0002;6,828;France;FR;FRA
Saint-L?ger;Saint-Leger;;48,2263;-0,6622;France;FR;FRA
Paray-Vieille-Poste;Paray-Vieille-Poste;Paray|Paray-Vielly;48,7157;2,3633;France;FR;FRA
Farge;Farge;Farges;45,0878;3,6557;France;FR;FRA
Farge;Farge;;46,1196;2,7494;France;FR;FRA
Reppe;Reppe;;47,6621;7,0269;France;FR;FRA
Juchet;Juchet;;45,2033;3,7686;France;FR;FRA
Magn?;Magne;;46,3153;-0,5468;France;FR;FRA
Magn?;Magne;;46,3567;0,3933;France;FR;FRA
Pont-de-Pany;Pont-de-Pany;;47,2973;4,8076;France;FR;FRA
Balignicourt;Balignicourt;;48,5155;4,4621;France;FR;FRA
Saint-Priest-la-Prugne;Saint-Priest-la-Prugne;Saint-Priest;45,9573;3,7523;France;FR;FRA
Petra Longa Salvini;Petra Longa Salvini;Pietra Longa Salvini|Pietra Lunga|Pietralunga-Salvini;41,5091;9,2331;France;FR;FRA
Recoules;Recoules;;45,1717;3,0002;France;FR;FRA
Grandvill?;Grandville;;48,6307;2,9196;France;FR;FRA
Chamouilley;Chamouilley;;48,6065;5,0457;France;FR;FRA
Le Ch?teau;Le Chateau;;44,6776;4,0978;France;FR;FRA
Le Ch?teau;Le Chateau;;44,9034;5,3802;France;FR;FRA
Cr?ot;Creot;;46,9179;4,6126;France;FR;FRA
Saint-Julien-du-Puy;Saint-Julien-du-Puy;Saint-Julien;43,7578;2,0924;France;FR;FRA
Fontp?drouse;Fontpedrouse;;42,5113;2,1791;France;FR;FRA
Bois de la Madeleine;Bois de la Madeleine;;47,4698;3,7001;France;FR;FRA
Gleiz?;Gleize;;45,9892;4,6971;France;FR;FRA
Biozat;Biozat;;46,0769;3,2724;France;FR;FRA
Chauches;Chauches;;44,4793;0,6133;France;FR;FRA
Bois de Mains;Bois de Mains;;47,1653;-0,4041;France;FR;FRA
Th?rouldeville;Therouldeville;;49,7607;0,5188;France;FR;FRA
Vaux Peytoury;Vaux Peytoury;;45,3602;1,2118;France;FR;FRA
Saint-Agnet;Saint-Agnet;;43,607;-0,2728;France;FR;FRA
Guipry;Guipry;;47,8253;-1,8422;France;FR;FRA
La Chapelle-Saint-Martin;La Chapelle-Saint-Martin;La Chapelle;45,6472;5,758;France;FR;FRA
M?gange;Megange;;49,2178;6,4356;France;FR;FRA
Maussane-les-Alpilles;Maussane-les-Alpilles;Maussane|Maussanne;43,7219;4,8039;France;FR;FRA
Vallentigny;Vallentigny;;48,4452;4,5822;France;FR;FRA
Biencourt-sur-Orge;Biencourt-sur-Orge;Biencourt;48,5636;5,3487;France;FR;FRA
Neuilly-sur-Eure;Neuilly-sur-Eure;Neuilly;48,542;0,904;France;FR;FRA
Vatteville;Vatteville;;49,2754;1,298;France;FR;FRA
Vatteville;Vatteville;Vatteville-la-Rue;49,4904;0,6857;France;FR;FRA
Perrigny-sur-l?Ognon;Perrigny-sur-l'Ognon;Perrigny;47,3105;5,4484;France;FR;FRA
Pouy-Roquelaure;Pouy-Roquelaure;;44,0373;0,5187;France;FR;FRA
Herb?viller;Herbeviller;Herveviller;48,5573;6,7539;France;FR;FRA
Albaron;Albaron;L?Albaron;43,6098;4,4768;France;FR;FRA
Bouzy-la-For?t;Bouzy-la-Foret;Bouzy;47,8512;2,3777;France;FR;FRA
Luign?;Luigne;;47,2844;-0,3909;France;FR;FRA
Treilles-en-G?tinais;Treilles-en-Gatinais;Treilles;48,0788;2,6611;France;FR;FRA
Alvignac;Alvignac;Alvignac-les-Eaux;44,827;1,6926;France;FR;FRA
Carquefou;Carquefou;;47,2972;-1,4921;France;FR;FRA
Mareuil-sur-Ourcq;Mareuil-sur-Ourcq;Mareuil;49,1375;3,0782;France;FR;FRA
Montpr?fet;Montprefet;;46,4277;2,9482;France;FR;FRA
N?zignan-l??v?que;Nezignan-l'Eveque;N?zignan;43,4214;3,4071;France;FR;FRA
M?n?tereau;Menetereau;Menetreau|Monetereau;47,3875;2,9771;France;FR;FRA
Davignac;Davignac;;45,4849;2,0936;France;FR;FRA
S?rigny;Serigny;;46,9061;0,3496;France;FR;FRA
Chamesol;Chamesol;;47,347;6,8346;France;FR;FRA
Naix-aux-Forges;Naix-aux-Forges;Naix;48,6372;5,3765;France;FR;FRA
Lixhausen;Lixhausen;;48,7941;7,5512;France;FR;FRA
Saint-Sulpice;Saint-Sulpice;Saint-Sulpice-et-Cameyrac;44,9127;-0,3958;France;FR;FRA
Saint-Sulpice;Saint-Sulpice;;46,9442;0,633;France;FR;FRA
Les Ours;Les Ours;;44,7877;5,7879;France;FR;FRA
Griselles;Griselles;;47,8691;4,353;France;FR;FRA
Hendecourt-l?s-Cagnicourt;Hendecourt-les-Cagnicourt;Hendecourt;50,2109;2,9515;France;FR;FRA
Dampierre-sous-Brou;Dampierre-sous-Brou;Dampierre;48,214;1,1136;France;FR;FRA
Villette;Villette;;45,7704;5,9026;France;FR;FRA
Villette;Villette;;45,4004;5,7237;France;FR;FRA
Villette;Villette;;45,5474;6,6111;France;FR;FRA
Limeray;Limeray;;47,4594;1,0404;France;FR;FRA
Cardeto;Cardeto;;42,6992;9,3614;France;FR;FRA
Fontenille;Fontenille;;45,5638;3,0547;France;FR;FRA
Ondefontaine;Ondefontaine;;48,9961;-0,6854;France;FR;FRA
Frise;Frise;;49,9419;2,8181;France;FR;FRA
Saint-Just-pr?s-Brioude;Saint-Just-pres-Brioude;Saint Just;45,2383;3,3524;France;FR;FRA
Aubou?;Auboue;;49,212;5,9766;France;FR;FRA
Nay;Nay;;49,2437;-1,3724;France;FR;FRA
Ivry-la-Bataille;Ivry-la-Bataille;Ivry;48,8833;1,4595;France;FR;FRA
Petit-Jainville;Petit-Jainville;;49,6168;0,9765;France;FR;FRA
Sainte-Suzanne;Sainte-Suzanne;;43,2105;1,3861;France;FR;FRA
La Bitarelle;La Bitarelle;;45,3167;1,8333;France;FR;FRA
La Bitarelle;La Bitarelle;;45,2217;2,0048;France;FR;FRA
Allonville;Allonville;;48,1787;1,5286;France;FR;FRA
Mo?ns;Moens;;46,2643;6,0935;France;FR;FRA
Dennemont;Dennemont;;49,0139;1,697;France;FR;FRA
Saint-Aubin-des-Grois;Saint-Aubin-des-Grois;Saint-Aubin;48,3551;0,6442;France;FR;FRA
Pujols;Pujols;;44,3855;0,6882;France;FR;FRA
Pujols;Pujols;;44,807;-0,0312;France;FR;FRA
Norroy-l?s-Pont-?-Mousson;Norroy-les-Pont-a-Mousson;Norroy;48,935;6,0308;France;FR;FRA
Les Magny;Les Magny;;47,5287;6,4501;France;FR;FRA
Montaren;Montaren;;44,0301;4,3794;France;FR;FRA
Geudertheim;Geudertheim;;48,7233;7,7543;France;FR;FRA
Lanc?me;Lancome;;47,6489;1,1228;France;FR;FRA
Saint-Christophe-Dodinicourt;Saint-Christophe-Dodinicourt;;48,4393;4,4702;France;FR;FRA
?corcheval;Ecorcheval;;49,4341;1,5645;France;FR;FRA
Busserolle;Busserolle;;46,5418;2,8142;France;FR;FRA
Les Goupilleries;Les Goupilleries;;48,5833;1,1;France;FR;FRA
Saint-Christophe;Saint-Christophe;;44,1517;2,0485;France;FR;FRA
Granaggiolo;Granaggiolo;;42,9761;9,3899;France;FR;FRA
Laudogne;Laudogne;;44,7705;0,5566;France;FR;FRA
Coussat;Coussat;;46,3167;1,9333;France;FR;FRA
Le Muret;Le Muret;;45,2295;5,6937;France;FR;FRA
Le Muret;Le Muret;;45,0176;4,619;France;FR;FRA
Saint-Marc-d?Ouilly;Saint-Marc-d'Ouilly;Saint-Marc|Bourg-Saint-Marc;48,8756;-0,4349;France;FR;FRA
Vicdessos;Vicdessos;;42,7699;1,4981;France;FR;FRA
Jumeaux;Jumeaux;;48,0864;1,3899;France;FR;FRA
La Maillardais;La Maillardais;;47,5271;-1,7655;France;FR;FRA
Vernas;Vernas;Verna;45,7785;5,2802;France;FR;FRA
Saint-Germain-de-la-Grange;Saint-Germain-de-la-Grange;Saint-Germain;48,8344;1,8988;France;FR;FRA
Quierzy;Quierzy;;49,5712;3,1439;France;FR;FRA
Bettviller;Bettviller;Bettwiller;49,0793;7,2837;France;FR;FRA
Surrain;Surrain;;49,3269;-0,8626;France;FR;FRA
Vicques;Vicques;;48,9477;-0,0764;France;FR;FRA
Bois Hulin;Bois Hulin;Le Bois-Hulin;49,8107;1,1266;France;FR;FRA
Envaux;Envaux;;44,8167;1,1;France;FR;FRA
Sotizon;Sotizon;;45,7312;4,5661;France;FR;FRA
Sermoise;Sermoise;;49,3734;3,4511;France;FR;FRA
Veauville-l?s-Quelles;Veauville-les-Quelles;Veauville;49,7378;0,7046;France;FR;FRA
Pierrefiques;Pierrefiques;;49,6716;0,2333;France;FR;FRA
Les Mousseaux;Les Mousseaux;;47,161;-0,298;France;FR;FRA
La Gineste;La Gineste;;44,8904;1,8464;France;FR;FRA
Le Chaffaut;Le Chaffaut;Chaffaut-Lagremuse|Chaffaud Lagremuse|Chaffaut;44,0381;6,1505;France;FR;FRA
Amargiers;Amargiers;Les Amargiers;44,8541;3,8272;France;FR;FRA
Bois-Vert;Bois-Vert;;45,0236;5,1373;France;FR;FRA
Oiz?;Oize;;47,8101;0,1046;France;FR;FRA
Wail;Wail;;50,3491;2,1276;France;FR;FRA
Saint-Auvent;Saint-Auvent;;45,8051;0,9319;France;FR;FRA
Sileusin;Sileusin;;45,0808;3,6215;France;FR;FRA
La Roquette-sur-Var;La Roquette-sur-Var;La Roquette;43,8281;7,1991;France;FR;FRA
S?randon;Serandon;;45,3605;2,337;France;FR;FRA
Le Pont-Allant;Le Pont-Allant;Pont-Allant;50,2863;3,9868;France;FR;FRA
Mezzana;Mezzana;;42,4016;9,49;France;FR;FRA
Avrill?;Avrille;;47,5066;-0,5895;France;FR;FRA
Avrill?;Avrille;;46,4692;-1,4927;France;FR;FRA
Saint-Martin-le-Redon;Saint-Martin-le-Redon;Saint-Martin;44,5306;1,0424;France;FR;FRA
Foncelin;Foncelin;;47,0546;3,1138;France;FR;FRA
Thi?ville;Thieville;;49,0377;-0,0263;France;FR;FRA
Aizy;Aizy;;49,4361;3,5157;France;FR;FRA
Frapelle;Frapelle;;48,2931;7,0605;France;FR;FRA
Caulnes;Caulnes;;48,2889;-2,1544;France;FR;FRA
Lunas;Lunas;;44,9173;0,403;France;FR;FRA
Risoul;Risoul;;44,6498;6,6387;France;FR;FRA
Morm?s;Mormes;;43,7975;-0,1541;France;FR;FRA
Les Foges;Les Foges;Foges;44,9685;5,2363;France;FR;FRA
Castelnau-Tursan;Castelnau-Tursan;;43,6584;-0,4066;France;FR;FRA
Schaffhouse-sur-Zorn;Schaffhouse-sur-Zorn;Schaffhausen|Schaffhouse;48,7324;7,5632;France;FR;FRA
Beaucoudray;Beaucoudray;Beaucoubray;48,9577;-1,1427;France;FR;FRA
Mongrous;Mongrous;Montgroux;45,3;2,4;France;FR;FRA
Labeil;Labeil;;43,7984;3,2682;France;FR;FRA
Thil;Thil;;45,8137;5,0232;France;FR;FRA
Lavillefranche;Lavillefranche;;46,2985;3,0385;France;FR;FRA
Le Haut Bois;Le Haut Bois;;48,4776;0,9705;France;FR;FRA
To?il;Toeil;;46,4399;1,0356;France;FR;FRA
Saint-Laurent-les-Bains;Saint-Laurent-les-Bains;Saint-Laurent;44,6063;3,9698;France;FR;FRA
La Pommeraye;La Pommeraye;;47,0029;-0,5854;France;FR;FRA
Bord?res-Louron;Borderes-Louron;Bord?res;42,8721;0,395;France;FR;FRA
Burtoncourt;Burtoncourt;;49,2243;6,413;France;FR;FRA
Gergus;Gergus;Gerjus;48,3184;3,0821;France;FR;FRA
Mailleroncourt-Saint-Pancras;Mailleroncourt-Saint-Pancras;Mailleroncourt;47,9201;6,1316;France;FR;FRA
